TS,Reading,Flag,TS2,Reading2,Flag2
925,0,5,2924,-2,5
926,1,5,2925,-2,5
927,1,5,2926,-3,5
928,1,5,2927,-3,5
929,1,5,2928,-3,5
930,1,5,2929,-2,5
931,-1,5,2930,-3,5
932,0,5,2931,-2,5
933,-1,5,2932,-2,5
934,-3,5,2933,-3,5
935,-5,5,2934,-5,5
936,-5,5,2935,-5,5
937,-5,5,2936,-4,5
938,-3,5,2937,-2,5
939,-1,5,2938,-1,5
940,0,5,2939,0,5
941,2,5,2940,0,5
942,1,5,2941,-1,5
943,0,5,2942,-1,5
944,-1,5,2943,-2,5
945,-1,5,2944,-3,5
946,-2,5,2945,-2,5
947,-2,5,2946,-2,5
948,-2,5,2947,-1,5
949,0,5,2948,0,5
950,-1,5,2949,1,5
951,-2,5,2950,2,5
952,-4,5,2951,1,5
953,-6,5,2952,-1,5
954,-6,5,2953,-1,5
955,-6,5,2954,-3,5
956,-5,5,2955,-4,5
957,-4,5,2956,-3,5
958,-4,5,2957,-1,5
